COUNTY_FIPS,STATE,REQUIRED_SPECIALTY,DISEASE,PROVIDER_COUNT,TOTAL_BENEFICIARIES,TOTAL_SERVICES
48113,TX,Cardiology,Heart Disease,144,85570,319125.0
48113,TX,Endocrinology,Diabetes,77,18286,93724.0
48113,TX,Oncology,Cancer,91,20131,3482994.0
48113,TX,Internal Medicine,General Medicine Conditions,983,181880,1535152.0
48113,TX,Neurology,Neurological Disorders,140,28260,932777.0
48113,TX,Psychiatry,Mental Health Disorders,189,10726,50555.0
48113,TX,Pulmonary,Respiratory Disease,113,30154,95554.0
48113,TX,Rheumatology,Arthritis,42,6772,1058537.0
48117,TX,Internal Medicine,General Medicine Conditions,3,456,1125.0
48121,TX,Cardiology,Heart Disease,23,12849,51706.0
48121,TX,Endocrinology,Diabetes,10,2507,13300.0
48121,TX,Oncology,Cancer,14,5568,1458479.5
48121,TX,Internal Medicine,General Medicine Conditions,143,36269,387885.0
48121,TX,Neurology,Neurological Disorders,31,7333,75209.0
48121,TX,Psychiatry,Mental Health Disorders,26,2213,13657.0
48121,TX,Pulmonary,Respiratory Disease,8,3303,14492.0
48121,TX,Rheumatology,Arthritis,6,1178,104669.0
48123,TX,Cardiology,Heart Disease,2,1528,4713.0
48123,TX,Internal Medicine,General Medicine Conditions,3,220,445.0
48123,TX,Psychiatry,Mental Health Disorders,1,17,41.0
48133,TX,Cardiology,Heart Disease,1,706,1112.0
48133,TX,Internal Medicine,General Medicine Conditions,4,1070,8561.0
48135,TX,Cardiology,Heart Disease,4,6273,17842.0
48135,TX,Endocrinology,Diabetes,5,669,6860.0
48135,TX,Oncology,Cancer,2,497,136309.0
48135,TX,Internal Medicine,General Medicine Conditions,29,6443,44540.0
48135,TX,Psychiatry,Mental Health Disorders,5,73,668.0
48135,TX,Pulmonary,Respiratory Disease,2,260,542.0
48139,TX,Cardiology,Heart Disease,5,1988,9607.0
48139,TX,Endocrinology,Diabetes,5,1727,13485.0
48139,TX,Oncology,Cancer,2,768,2466.0
48139,TX,Internal Medicine,General Medicine Conditions,57,22113,208954.0
48139,TX,Neurology,Neurological Disorders,6,2148,47522.0
48139,TX,Psychiatry,Mental Health Disorders,2,88,517.0
48139,TX,Pulmonary,Respiratory Disease,2,1294,3391.0
48139,TX,Rheumatology,Arthritis,4,1037,192998.0
48141,TX,Cardiology,Heart Disease,32,11813,53285.0
48141,TX,Endocrinology,Diabetes,6,1346,5370.0
48141,TX,Oncology,Cancer,20,4206,726653.0
48141,TX,Internal Medicine,General Medicine Conditions,179,25113,166787.0
48141,TX,Neurology,Neurological Disorders,22,3587,26061.0
48141,TX,Psychiatry,Mental Health Disorders,41,1716,9006.0
48141,TX,Pulmonary,Respiratory Disease,15,4666,38716.0
48141,TX,Rheumatology,Arthritis,8,1207,340647.0
48143,TX,Oncology,Cancer,1,468,329173.0
48143,TX,Internal Medicine,General Medicine Conditions,6,2482,45544.0
48145,TX,Internal Medicine,General Medicine Conditions,1,0,0.0
48147,TX,Endocrinology,Diabetes,1,706,9557.0
48147,TX,Internal Medicine,General Medicine Conditions,3,873,2955.0
48149,TX,Internal Medicine,General Medicine Conditions,2,89,145.0
48157,TX,Cardiology,Heart Disease,61,41254,124010.0
48157,TX,Endocrinology,Diabetes,33,8514,101293.0
48157,TX,Oncology,Cancer,21,3964,373691.0
48157,TX,Internal Medicine,General Medicine Conditions,248,50793,297049.0
48157,TX,Neurology,Neurological Disorders,62,19597,917184.0
48157,TX,Psychiatry,Mental Health Disorders,38,2007,18628.0
48157,TX,Pulmonary,Respiratory Disease,18,6889,43389.0
48157,TX,Rheumatology,Arthritis,22,3468,903950.2
48161,TX,Internal Medicine,General Medicine Conditions,5,1015,2428.0
48163,TX,Internal Medicine,General Medicine Conditions,2,265,545.0
48165,TX,Pulmonary,Respiratory Disease,1,98,479.0
48167,TX,Cardiology,Heart Disease,19,15495,34330.0
48167,TX,Endocrinology,Diabetes,7,935,2144.0
48167,TX,Oncology,Cancer,8,933,59914.0
48167,TX,Internal Medicine,General Medicine Conditions,64,9423,41812.0
48167,TX,Neurology,Neurological Disorders,17,3788,8718.0
48167,TX,Psychiatry,Mental Health Disorders,33,1966,9863.0
48167,TX,Pulmonary,Respiratory Disease,7,2150,7897.0
48167,TX,Rheumatology,Arthritis,7,1050,209142.0
48171,TX,Cardiology,Heart Disease,2,2376,8127.0
48171,TX,Oncology,Cancer,1,769,299454.0
48171,TX,Internal Medicine,General Medicine Conditions,9,5107,33302.0
48171,TX,Neurology,Neurological Disorders,2,754,4821.0
48171,TX,Rheumatology,Arthritis,1,459,32639.0
48177,TX,Cardiology,Heart Disease,2,2410,30190.0
48177,TX,Internal Medicine,General Medicine Conditions,1,159,1104.0
48177,TX,Psychiatry,Mental Health Disorders,1,0,0.0
48179,TX,Internal Medicine,General Medicine Conditions,10,1503,10369.0
48179,TX,Pulmonary,Respiratory Disease,1,0,0.0
48181,TX,Cardiology,Heart Disease,2,2748,22813.0
48181,TX,Endocrinology,Diabetes,1,574,22361.0
48181,TX,Oncology,Cancer,3,2806,641450.0
48181,TX,Internal Medicine,General Medicine Conditions,42,14720,154231.0
48181,TX,Neurology,Neurological Disorders,6,2448,56620.0
48181,TX,Psychiatry,Mental Health Disorders,7,1019,9948.0
48181,TX,Pulmonary,Respiratory Disease,3,3056,22152.0
48183,TX,Cardiology,Heart Disease,5,6057,28727.0
48183,TX,Endocrinology,Diabetes,1,374,5149.0
48183,TX,Oncology,Cancer,3,1882,352640.0
48183,TX,Internal Medicine,General Medicine Conditions,46,13579,299557.0
48183,TX,Neurology,Neurological Disorders,3,1190,10592.0
48183,TX,Psychiatry,Mental Health Disorders,3,259,848.0
48183,TX,Pulmonary,Respiratory Disease,3,2344,10468.0
48183,TX,Rheumatology,Arthritis,2,1182,147888.0
48185,TX,Internal Medicine,General Medicine Conditions,1,669,5230.0
48187,TX,Cardiology,Heart Disease,8,7732,40000.0
48187,TX,Endocrinology,Diabetes,1,340,1513.0
48187,TX,Oncology,Cancer,3,2039,459452.0
48187,TX,Internal Medicine,General Medicine Conditions,16,3537,21914.0
48187,TX,Psychiatry,Mental Health Disorders,1,50,96.0
48187,TX,Pulmonary,Respiratory Disease,1,842,2848.0
48189,TX,Internal Medicine,General Medicine Conditions,4,825,2264.0
48189,TX,Psychiatry,Mental Health Disorders,1,36,83.0
48199,TX,Internal Medicine,General Medicine Conditions,4,1108,5885.0
48201,TX,Cardiology,Heart Disease,358,215486,1042131.1
48201,TX,Endocrinology,Diabetes,138,25967,307049.0
48201,TX,Oncology,Cancer,186,30797,4370301.0
48201,TX,Internal Medicine,General Medicine Conditions,1338,198234,2011595.0
48201,TX,Neurology,Neurological Disorders,315,57812,1471597.0
48201,TX,Psychiatry,Mental Health Disorders,376,13780,75176.0
48201,TX,Pulmonary,Respiratory Disease,146,46189,288455.0
48201,TX,Rheumatology,Arthritis,99,16396,3652869.0
48203,TX,Cardiology,Heart Disease,1,83,348.0
48203,TX,Internal Medicine,General Medicine Conditions,3,866,4384.0
48203,TX,Psychiatry,Mental Health Disorders,1,26,55.0
48207,TX,Cardiology,Heart Disease,1,3181,9429.0
48207,TX,Oncology,Cancer,1,266,1118.0
48209,TX,Cardiology,Heart Disease,7,5166,18578.0
48209,TX,Endocrinology,Diabetes,1,117,2415.0
48209,TX,Oncology,Cancer,1,290,47536.0
48209,TX,Internal Medicine,General Medicine Conditions,13,5153,82644.0
48209,TX,Neurology,Neurological Disorders,2,935,2744.0
48209,TX,Psychiatry,Mental Health Disorders,3,82,444.0
48209,TX,Pulmonary,Respiratory Disease,3,1717,6838.0
48209,TX,Rheumatology,Arthritis,3,1099,163179.0
48211,TX,Neurology,Neurological Disorders,1,223,297.0
48213,TX,Cardiology,Heart Disease,1,1220,3576.0
48213,TX,Internal Medicine,General Medicine Conditions,4,736,10106.0
48213,TX,Neurology,Neurological Disorders,1,419,1246.0
48213,TX,Psychiatry,Mental Health Disorders,1,73,263.0
48215,TX,Cardiology,Heart Disease,19,6360,21138.0
48215,TX,Endocrinology,Diabetes,11,1936,40386.0
48215,TX,Oncology,Cancer,14,2334,384568.0
48215,TX,Internal Medicine,General Medicine Conditions,133,21813,164039.0
48215,TX,Neurology,Neurological Disorders,21,2742,22092.9
48215,TX,Psychiatry,Mental Health Disorders,20,1077,5268.0
48215,TX,Pulmonary,Respiratory Disease,22,6935,29245.0
48215,TX,Rheumatology,Arthritis,4,1102,211587.0
48217,TX,Cardiology,Heart Disease,1,1451,5067.0
48217,TX,Internal Medicine,General Medicine Conditions,4,1091,2675.0
48219,TX,Cardiology,Heart Disease,2,4199,39998.0
48219,TX,Endocrinology,Diabetes,2,766,2246.0
48219,TX,Internal Medicine,General Medicine Conditions,4,1693,11804.0
48219,TX,Pulmonary,Respiratory Disease,4,1834,6754.0
48221,TX,Cardiology,Heart Disease,1,968,3947.0
48221,TX,Oncology,Cancer,1,300,106875.0
48221,TX,Internal Medicine,General Medicine Conditions,12,3808,33946.5
48221,TX,Neurology,Neurological Disorders,1,832,6584.0
48221,TX,Psychiatry,Mental Health Disorders,5,192,573.0
48221,TX,Pulmonary,Respiratory Disease,1,1043,3139.0
48223,TX,Cardiology,Heart Disease,9,9799,29911.0
48223,TX,Internal Medicine,General Medicine Conditions,10,3669,12675.0
48223,TX,Pulmonary,Respiratory Disease,4,1452,5465.0
48223,TX,Rheumatology,Arthritis,1,157,687.0
48225,TX,Cardiology,Heart Disease,3,4311,13876.0
48225,TX,Internal Medicine,General Medicine Conditions,1,0,0.0
48227,TX,Cardiology,Heart Disease,4,2122,8056.0
48227,TX,Oncology,Cancer,1,667,205345.0
48227,TX,Internal Medicine,General Medicine Conditions,10,2288,28117.0
48227,TX,Neurology,Neurological Disorders,5,3547,234648.0
48227,TX,Psychiatry,Mental Health Disorders,7,115,353.0
48227,TX,Pulmonary,Respiratory Disease,2,700,3431.0
48227,TX,Rheumatology,Arthritis,2,589,62572.0
48231,TX,Cardiology,Heart Disease,2,1536,8086.0
48231,TX,Internal Medicine,General Medicine Conditions,15,4028,14122.0
48231,TX,Neurology,Neurological Disorders,2,809,2232.0
48231,TX,Psychiatry,Mental Health Disorders,6,469,4843.0
48231,TX,Pulmonary,Respiratory Disease,1,709,2091.0
48233,TX,Psychiatry,Mental Health Disorders,1,37,1781.0
48237,TX,Internal Medicine,General Medicine Conditions,3,1287,23535.0
48239,TX,Internal Medicine,General Medicine Conditions,2,315,678.0
48241,TX,Internal Medicine,General Medicine Conditions,6,1173,5762.0
48245,TX,Cardiology,Heart Disease,15,11816,93031.0
48245,TX,Endocrinology,Diabetes,5,3402,165768.0
48245,TX,Oncology,Cancer,3,1371,305996.0
48245,TX,Internal Medicine,General Medicine Conditions,53,14997,132859.0
48245,TX,Neurology,Neurological Disorders,8,2758,105584.0
48245,TX,Psychiatry,Mental Health Disorders,14,871,5328.0
48245,TX,Pulmonary,Respiratory Disease,8,3893,12987.0
48245,TX,Rheumatology,Arthritis,5,1194,114130.0
48249,TX,Cardiology,Heart Disease,2,2032,18251.0
48249,TX,Internal Medicine,General Medicine Conditions,5,296,866.0
48249,TX,Psychiatry,Mental Health Disorders,1,0,0.0
48251,TX,Cardiology,Heart Disease,5,3670,14123.0
48251,TX,Endocrinology,Diabetes,1,442,1656.0
48251,TX,Oncology,Cancer,1,181,61805.0
48251,TX,Internal Medicine,General Medicine Conditions,44,10483,53150.0
48251,TX,Neurology,Neurological Disorders,2,825,2597.0
48251,TX,Psychiatry,Mental Health Disorders,4,549,2521.0
48251,TX,Pulmonary,Respiratory Disease,5,3341,14439.0
48251,TX,Rheumatology,Arthritis,1,346,18861.0
48253,TX,Cardiology,Heart Disease,6,9878,21593.0
48253,TX,Endocrinology,Diabetes,2,642,1588.0
48253,TX,Oncology,Cancer,6,2473,439010.0
48253,TX,Internal Medicine,General Medicine Conditions,37,13600,59406.0
48253,TX,Neurology,Neurological Disorders,3,2315,11640.0
48253,TX,Psychiatry,Mental Health Disorders,2,21,24.0
48253,TX,Pulmonary,Respiratory Disease,1,1101,4394.0
48253,TX,Rheumatology,Arthritis,2,835,8957.0
48257,TX,Cardiology,Heart Disease,4,4675,30346.0
48257,TX,Endocrinology,Diabetes,1,325,969.0
48257,TX,Internal Medicine,General Medicine Conditions,11,2189,17376.0
48257,TX,Neurology,Neurological Disorders,1,23,967.0
48257,TX,Psychiatry,Mental Health Disorders,18,333,1719.0
48257,TX,Rheumatology,Arthritis,1,382,31865.0
48259,TX,Cardiology,Heart Disease,1,1366,4824.0
48259,TX,Internal Medicine,General Medicine Conditions,3,727,2711.0
48259,TX,Neurology,Neurological Disorders,5,1590,14649.0
48259,TX,Psychiatry,Mental Health Disorders,1,0,0.0
48259,TX,Pulmonary,Respiratory Disease,2,984,3489.0
48265,TX,Cardiology,Heart Disease,4,3288,11240.0
48265,TX,Endocrinology,Diabetes,1,632,1861.0
48265,TX,Oncology,Cancer,1,680,195395.0
48265,TX,Internal Medicine,General Medicine Conditions,42,11327,50646.0
48265,TX,Neurology,Neurological Disorders,3,1480,11471.0
48265,TX,Psychiatry,Mental Health Disorders,3,65,215.0
48265,TX,Pulmonary,Respiratory Disease,1,1148,2932.0
48265,TX,Rheumatology,Arthritis,1,462,20342.0
48273,TX,Cardiology,Heart Disease,4,2338,5586.0
48273,TX,Internal Medicine,General Medicine Conditions,5,855,2611.0
48275,TX,Internal Medicine,General Medicine Conditions,1,185,525.0
48277,TX,Cardiology,Heart Disease,3,3082,43845.0
48277,TX,Endocrinology,Diabetes,1,273,748.0
48277,TX,Internal Medicine,General Medicine Conditions,11,4118,22925.0
48277,TX,Neurology,Neurological Disorders,2,165,1931.0
48277,TX,Psychiatry,Mental Health Disorders,1,73,637.0
48277,TX,Pulmonary,Respiratory Disease,1,509,1332.0
48279,TX,Internal Medicine,General Medicine Conditions,2,190,260.0
48281,TX,Internal Medicine,General Medicine Conditions,1,724,3057.0
48281,TX,Neurology,Neurological Disorders,1,207,327.0
48285,TX,Cardiology,Heart Disease,1,861,2162.0
48285,TX,Internal Medicine,General Medicine Conditions,1,0,0.0
48291,TX,Cardiology,Heart Disease,2,479,3357.0
48291,TX,Internal Medicine,General Medicine Conditions,4,1053,6761.0
48291,TX,Psychiatry,Mental Health Disorders,1,0,0.0
48293,TX,Internal Medicine,General Medicine Conditions,3,181,841.0
48293,TX,Psychiatry,Mental Health Disorders,4,118,250.0
48299,TX,Internal Medicine,General Medicine Conditions,5,459,1396.0
48303,TX,Cardiology,Heart Disease,13,14280,52963.0
48303,TX,Endocrinology,Diabetes,2,903,7780.0
48303,TX,Oncology,Cancer,13,3175,42470.0
48303,TX,Internal Medicine,General Medicine Conditions,60,16348,170985.0
48303,TX,Neurology,Neurological Disorders,6,2015,27746.0
48303,TX,Psychiatry,Mental Health Disorders,36,1108,3309.0
48303,TX,Pulmonary,Respiratory Disease,6,2250,10549.0
48303,TX,Rheumatology,Arthritis,6,2895,727942.4
48309,TX,Cardiology,Heart Disease,15,25658,72522.0
48309,TX,Endocrinology,Diabetes,3,986,5093.0
48309,TX,Oncology,Cancer,5,1361,211721.1
48309,TX,Internal Medicine,General Medicine Conditions,36,7721,31998.0
48309,TX,Neurology,Neurological Disorders,11,3109,7705.0
48309,TX,Psychiatry,Mental Health Disorders,27,1526,3744.0
48309,TX,Pulmonary,Respiratory Disease,11,4244,14904.0
48309,TX,Rheumatology,Arthritis,1,173,6807.0
48317,TX,Internal Medicine,General Medicine Conditions,1,60,84.0
48317,TX,Psychiatry,Mental Health Disorders,1,107,660.0
48321,TX,Cardiology,Heart Disease,1,1408,11567.0
48321,TX,Internal Medicine,General Medicine Conditions,7,2535,20741.0
48321,TX,Psychiatry,Mental Health Disorders,2,0,0.0
48323,TX,Endocrinology,Diabetes,2,161,521.0
48323,TX,Internal Medicine,General Medicine Conditions,9,1709,12404.0
48325,TX,Endocrinology,Diabetes,1,298,938.0
48325,TX,Internal Medicine,General Medicine Conditions,2,1532,5985.0
48329,TX,Cardiology,Heart Disease,4,2599,12953.0
48329,TX,Endocrinology,Diabetes,1,361,800.0
48329,TX,Oncology,Cancer,3,1439,342275.0
48329,TX,Internal Medicine,General Medicine Conditions,32,8011,63642.0
48329,TX,Neurology,Neurological Disorders,2,375,717.0
48329,TX,Psychiatry,Mental Health Disorders,6,289,1049.0
48329,TX,Pulmonary,Respiratory Disease,5,982,3898.0
48329,TX,Rheumatology,Arthritis,1,165,610.0
48331,TX,Cardiology,Heart Disease,2,986,1524.0
48331,TX,Internal Medicine,General Medicine Conditions,1,12,34.0
48331,TX,Pulmonary,Respiratory Disease,2,1255,3121.0
48339,TX,Cardiology,Heart Disease,46,33125,141810.0
48339,TX,Endocrinology,Diabetes,5,1632,84852.0
48339,TX,Oncology,Cancer,14,3875,926362.0
48339,TX,Internal Medicine,General Medicine Conditions,103,18489,188524.5
48339,TX,Neurology,Neurological Disorders,40,7759,455916.0
48339,TX,Psychiatry,Mental Health Disorders,21,1236,10773.0
48339,TX,Pulmonary,Respiratory Disease,21,9602,129077.0
48339,TX,Rheumatology,Arthritis,12,2782,1289425.0
48341,TX,Internal Medicine,General Medicine Conditions,6,1387,9300.0
48343,TX,Cardiology,Heart Disease,1,911,2457.0
48347,TX,Cardiology,Heart Disease,2,1757,10456.0
48347,TX,Internal Medicine,General Medicine Conditions,11,2642,26821.0
48347,TX,Neurology,Neurological Disorders,3,765,7337.0
48347,TX,Psychiatry,Mental Health Disorders,1,73,323.0
48347,TX,Pulmonary,Respiratory Disease,4,2034,21774.0
48349,TX,Cardiology,Heart Disease,1,754,1933.0
48349,TX,Oncology,Cancer,1,164,29134.0
48349,TX,Internal Medicine,General Medicine Conditions,3,229,474.0
48355,TX,Cardiology,Heart Disease,19,9121,39929.0
48355,TX,Endocrinology,Diabetes,5,969,11701.0
48355,TX,Oncology,Cancer,9,3958,1148702.0
48355,TX,Internal Medicine,General Medicine Conditions,63,14779,197823.0
48355,TX,Neurology,Neurological Disorders,10,2452,14725.0
48355,TX,Psychiatry,Mental Health Disorders,7,634,2773.0
48355,TX,Pulmonary,Respiratory Disease,5,2748,14513.0
48355,TX,Rheumatology,Arthritis,5,1197,150031.0
48361,TX,Internal Medicine,General Medicine Conditions,2,297,1557.0
48363,TX,Cardiology,Heart Disease,1,717,2579.0
48363,TX,Endocrinology,Diabetes,1,225,2235.0
48363,TX,Oncology,Cancer,1,413,153664.0
48363,TX,Internal Medicine,General Medicine Conditions,3,541,1202.0
48365,TX,Internal Medicine,General Medicine Conditions,1,0,0.0
48367,TX,Cardiology,Heart Disease,2,2788,13063.0
48367,TX,Endocrinology,Diabetes,3,725,4973.0
48367,TX,Oncology,Cancer,8,3255,1160130.0
48367,TX,Internal Medicine,General Medicine Conditions,19,5415,36719.0
48367,TX,Neurology,Neurological Disorders,1,347,1228.0
48367,TX,Psychiatry,Mental Health Disorders,4,186,684.0
48367,TX,Pulmonary,Respiratory Disease,1,1470,11410.0
48367,TX,Rheumatology,Arthritis,1,310,39919.0
48369,TX,Internal Medicine,General Medicine Conditions,3,161,463.0
48371,TX,Psychiatry,Mental Health Disorders,1,0,0.0
48373,TX,Endocrinology,Diabetes,1,277,741.0
48373,TX,Oncology,Cancer,1,285,135945.0
48373,TX,Internal Medicine,General Medicine Conditions,5,1002,10148.0
48373,TX,Pulmonary,Respiratory Disease,1,395,1473.0
48375,TX,Cardiology,Heart Disease,10,21130,98749.0
48375,TX,Endocrinology,Diabetes,4,2135,49700.0
48375,TX,Oncology,Cancer,8,5227,854812.0
48375,TX,Internal Medicine,General Medicine Conditions,53,15258,224377.0
48375,TX,Neurology,Neurological Disorders,5,3089,118933.0
48375,TX,Psychiatry,Mental Health Disorders,10,531,3624.0
48375,TX,Pulmonary,Respiratory Disease,10,5907,28368.0
48375,TX,Rheumatology,Arthritis,9,3988,872598.0
48377,TX,Internal Medicine,General Medicine Conditions,2,27,44.0
48381,TX,Internal Medicine,General Medicine Conditions,3,757,3818.0
48381,TX,Psychiatry,Mental Health Disorders,1,148,637.0
48387,TX,Internal Medicine,General Medicine Conditions,1,865,2578.0
48389,TX,Internal Medicine,General Medicine Conditions,1,56,122.0
48391,TX,Internal Medicine,General Medicine Conditions,1,22,114.0
48397,TX,Cardiology,Heart Disease,2,4166,14637.0
48397,TX,Oncology,Cancer,1,401,51935.0
48397,TX,Internal Medicine,General Medicine Conditions,16,4163,17507.0
48397,TX,Neurology,Neurological Disorders,1,557,2734.0
48397,TX,Psychiatry,Mental Health Disorders,2,921,5654.0
48397,TX,Pulmonary,Respiratory Disease,3,1285,5952.0
48397,TX,Rheumatology,Arthritis,1,65,817.0
48401,TX,Cardiology,Heart Disease,2,1367,3728.0
48401,TX,Endocrinology,Diabetes,5,2853,11542.0
48401,TX,Internal Medicine,General Medicine Conditions,9,3297,12302.0
48401,TX,Neurology,Neurological Disorders,2,957,3726.0
48401,TX,Psychiatry,Mental Health Disorders,3,125,333.0
48401,TX,Pulmonary,Respiratory Disease,2,666,2985.0
48401,TX,Rheumatology,Arthritis,3,1470,4901.0
48407,TX,Internal Medicine,General Medicine Conditions,1,2609,35368.0
48409,TX,Internal Medicine,General Medicine Conditions,5,542,6040.0
48415,TX,Internal Medicine,General Medicine Conditions,1,75,228.0
48415,TX,Pulmonary,Respiratory Disease,1,385,1915.0
48419,TX,Internal Medicine,General Medicine Conditions,1,180,552.0
48419,TX,Psychiatry,Mental Health Disorders,1,0,0.0
48423,TX,Cardiology,Heart Disease,15,13731,41555.0
48423,TX,Endocrinology,Diabetes,5,1554,5495.0
48423,TX,Oncology,Cancer,11,5257,428623.0
48423,TX,Internal Medicine,General Medicine Conditions,131,41352,412352.0
48423,TX,Neurology,Neurological Disorders,23,6886,28646.0
48423,TX,Psychiatry,Mental Health Disorders,23,905,4863.0
48423,TX,Pulmonary,Respiratory Disease,10,3347,13980.0
48423,TX,Rheumatology,Arthritis,6,1639,42287.0
48425,TX,Internal Medicine,General Medicine Conditions,2,173,917.0
48425,TX,Psychiatry,Mental Health Disorders,1,36,365.0
48427,TX,Internal Medicine,General Medicine Conditions,3,225,1177.0
48429,TX,Internal Medicine,General Medicine Conditions,2,95,224.0
48439,TX,Cardiology,Heart Disease,99,73301,298503.0
48439,TX,Endocrinology,Diabetes,34,9500,74245.0
48439,TX,Oncology,Cancer,38,10134,1894303.0
48439,TX,Internal Medicine,General Medicine Conditions,553,117383,959793.0
48439,TX,Neurology,Neurological Disorders,75,22754,395207.5
48439,TX,Psychiatry,Mental Health Disorders,83,3578,18988.0
48439,TX,Pulmonary,Respiratory Disease,51,16366,53329.0
48439,TX,Rheumatology,Arthritis,36,8583,1200962.5
48441,TX,Cardiology,Heart Disease,3,2926,9995.0
48441,TX,Endocrinology,Diabetes,2,1079,21229.0
48441,TX,Oncology,Cancer,1,709,204888.0
48441,TX,Internal Medicine,General Medicine Conditions,16,5877,58430.0
48441,TX,Neurology,Neurological Disorders,5,532,10653.0
48441,TX,Psychiatry,Mental Health Disorders,7,298,1885.0
48441,TX,Pulmonary,Respiratory Disease,2,665,1276.0
48441,TX,Rheumatology,Arthritis,1,369,1355.0
48449,TX,Cardiology,Heart Disease,1,992,2724.0
48449,TX,Internal Medicine,General Medicine Conditions,10,3129,155926.0
48449,TX,Neurology,Neurological Disorders,2,722,1703.0
48449,TX,Psychiatry,Mental Health Disorders,3,221,3562.0
48449,TX,Pulmonary,Respiratory Disease,3,973,2792.0
48451,TX,Cardiology,Heart Disease,6,10092,35927.0
48451,TX,Endocrinology,Diabetes,4,1192,5313.0
48451,TX,Oncology,Cancer,9,2905,13206.0
48451,TX,Internal Medicine,General Medicine Conditions,43,12098,61873.0
48451,TX,Neurology,Neurological Disorders,13,3788,64933.0
48451,TX,Psychiatry,Mental Health Disorders,11,355,1675.0
48451,TX,Pulmonary,Respiratory Disease,3,512,1683.0
48451,TX,Rheumatology,Arthritis,3,511,35633.0
48453,TX,Cardiology,Heart Disease,71,50885,195004.0
48453,TX,Endocrinology,Diabetes,31,8050,109146.0
48453,TX,Oncology,Cancer,22,6594,1059790.0
48453,TX,Internal Medicine,General Medicine Conditions,461,100580,567697.0
48453,TX,Neurology,Neurological Disorders,90,17163,238401.0
48453,TX,Psychiatry,Mental Health Disorders,124,4154,17856.0
48453,TX,Pulmonary,Respiratory Disease,29,7260,33997.0
48453,TX,Rheumatology,Arthritis,19,4705,1146001.0
48455,TX,Internal Medicine,General Medicine Conditions,2,730,3909.0
48457,TX,Internal Medicine,General Medicine Conditions,2,206,668.0
48459,TX,Internal Medicine,General Medicine Conditions,1,330,5001.0
48463,TX,Cardiology,Heart Disease,2,1122,4731.0
48463,TX,Oncology,Cancer,1,0,0.0
48463,TX,Internal Medicine,General Medicine Conditions,6,551,1610.0
48463,TX,Psychiatry,Mental Health Disorders,3,70,166.0
48463,TX,Pulmonary,Respiratory Disease,1,407,1083.0
48465,TX,Cardiology,Heart Disease,1,427,909.0
48465,TX,Internal Medicine,General Medicine Conditions,1,465,3214.0
48465,TX,Psychiatry,Mental Health Disorders,1,157,403.0
48467,TX,Internal Medicine,General Medicine Conditions,4,877,2561.0
48469,TX,Cardiology,Heart Disease,7,4824,36846.0
48469,TX,Oncology,Cancer,2,768,3481.0
48469,TX,Internal Medicine,General Medicine Conditions,24,11895,269010.0
48469,TX,Neurology,Neurological Disorders,1,185,410.0
48469,TX,Psychiatry,Mental Health Disorders,1,42,100.0
48469,TX,Pulmonary,Respiratory Disease,2,1041,3461.0
48469,TX,Rheumatology,Arthritis,1,412,97196.0
48471,TX,Cardiology,Heart Disease,3,351,854.0
48471,TX,Internal Medicine,General Medicine Conditions,21,4600,29090.0
48471,TX,Neurology,Neurological Disorders,1,108,731.0
48471,TX,Psychiatry,Mental Health Disorders,1,15,116.0
48471,TX,Pulmonary,Respiratory Disease,1,722,4175.0
48471,TX,Rheumatology,Arthritis,1,330,95023.0
48473,TX,Internal Medicine,General Medicine Conditions,1,285,2201.0
48473,TX,Psychiatry,Mental Health Disorders,1,0,0.0
48475,TX,Internal Medicine,General Medicine Conditions,2,320,5177.0
48475,TX,Rheumatology,Arthritis,1,20,44.0
48477,TX,Psychiatry,Mental Health Disorders,1,0,0.0
48479,TX,Cardiology,Heart Disease,2,1653,8255.0
48479,TX,Endocrinology,Diabetes,1,228,1006.0
48479,TX,Oncology,Cancer,2,735,64880.0
48479,TX,Internal Medicine,General Medicine Conditions,40,10367,181534.0
48479,TX,Neurology,Neurological Disorders,3,923,4689.0
48479,TX,Psychiatry,Mental Health Disorders,3,89,169.0
48479,TX,Pulmonary,Respiratory Disease,6,1509,12560.0
48479,TX,Rheumatology,Arthritis,1,267,88136.0
48481,TX,Internal Medicine,General Medicine Conditions,2,2307,5575.0
48481,TX,Psychiatry,Mental Health Disorders,1,68,375.0
48481,TX,Pulmonary,Respiratory Disease,3,1763,9735.0
48485,TX,Cardiology,Heart Disease,10,14720,55794.0
48485,TX,Oncology,Cancer,1,1598,368193.0
48485,TX,Internal Medicine,General Medicine Conditions,29,9278,62455.0
48485,TX,Neurology,Neurological Disorders,5,3260,156911.0
48485,TX,Psychiatry,Mental Health Disorders,11,1557,9616.0
48485,TX,Rheumatology,Arthritis,3,1550,725578.0
48487,TX,Internal Medicine,General Medicine Conditions,2,435,7706.0
48491,TX,Cardiology,Heart Disease,16,11523,39375.0
48491,TX,Endocrinology,Diabetes,12,5286,34290.0
48491,TX,Oncology,Cancer,21,9728,2169349.0
48491,TX,Internal Medicine,General Medicine Conditions,132,31556,186328.0
48491,TX,Neurology,Neurological Disorders,21,3496,104477.0
48491,TX,Psychiatry,Mental Health Disorders,49,595,2858.0
48491,TX,Pulmonary,Respiratory Disease,6,2486,7799.0
48491,TX,Rheumatology,Arthritis,9,2515,445247.0
