COUNTY_FIPS,STATE,REQUIRED_SPECIALTY,PROVIDER_COUNT,TOTAL_BENEFICIARIES,TOTAL_SERVICES
26151,MI,HEMATOLOGY/ONCOLOGY,1,226,1276.0
26151,MI,INTERNAL MEDICINE,5,382,2307.0
26151,MI,PSYCHIATRY,2,44,106.0
26153,MI,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,0,0.0
26155,MI,HEMATOLOGY/ONCOLOGY,1,286,880.0
26155,MI,INTERNAL MEDICINE,14,2112,9247.0
26155,MI,NEUROLOGY,10,1349,6578.0
26155,MI,PSYCHIATRY,4,138,566.0
26155,MI,PULMONARY DISEASE,2,564,1821.0
26155,MI,RHEUMATOLOGY,1,202,471.0
26157,MI,INTERNAL MEDICINE,10,1932,19604.0
26157,MI,NEUROLOGY,1,19,1642.0
26157,MI,PSYCHIATRY,8,118,439.0
26159,MI,INTERNAL MEDICINE,6,108,136.0
26159,MI,PSYCHIATRY,4,382,1029.0
26161,MI,CARDIOVASCULAR DISEASE (CARDIOLOGY),37,23508,37554.0
26161,MI,ENDOCRINOLOGY,54,6073,20457.0
26161,MI,HEMATOLOGY/ONCOLOGY,24,2212,8487.0
26161,MI,INTERNAL MEDICINE,405,55603,217102.0
26161,MI,NEUROLOGY,98,9073,20587.0
26161,MI,PSYCHIATRY,105,2688,11721.0
26161,MI,PULMONARY DISEASE,65,10873,27529.0
26161,MI,RHEUMATOLOGY,35,3262,13066.0
26163,MI,CARDIOVASCULAR DISEASE (CARDIOLOGY),170,81559,246340.0
26163,MI,ENDOCRINOLOGY,28,6962,38012.0
26163,MI,HEMATOLOGY/ONCOLOGY,55,7111,28630.0
26163,MI,INTERNAL MEDICINE,665,107689,698369.0
26163,MI,NEUROLOGY,102,13749,141736.0
26163,MI,PSYCHIATRY,150,8028,42190.0
26163,MI,PULMONARY DISEASE,62,13932,51574.0
26163,MI,RHEUMATOLOGY,15,2507,83150.0
26165,MI,INTERNAL MEDICINE,3,584,1425.0
26165,MI,PSYCHIATRY,1,47,171.0
26165,MI,PULMONARY DISEASE,1,318,777.0
27001,MN,INTERNAL MEDICINE,6,814,2428.0
27003,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),12,6696,13001.0
27003,MN,ENDOCRINOLOGY,5,1862,37730.0
27003,MN,HEMATOLOGY/ONCOLOGY,6,604,2391.0
27003,MN,INTERNAL MEDICINE,47,13972,157003.0
27003,MN,NEUROLOGY,9,2245,79907.0
27003,MN,PSYCHIATRY,13,196,733.0
27003,MN,PULMONARY DISEASE,3,500,1755.0
27003,MN,RHEUMATOLOGY,7,560,40252.0
27005,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,5242,10807.0
27005,MN,INTERNAL MEDICINE,7,2012,12773.0
27005,MN,NEUROLOGY,1,493,801.0
27005,MN,PSYCHIATRY,3,227,960.0
27007,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),6,2831,5578.0
27007,MN,ENDOCRINOLOGY,1,270,1964.0
27007,MN,HEMATOLOGY/ONCOLOGY,2,491,2529.0
27007,MN,INTERNAL MEDICINE,10,1178,4205.0
27007,MN,NEUROLOGY,2,47,69.0
27007,MN,PSYCHIATRY,5,110,640.0
27007,MN,PULMONARY DISEASE,2,635,1290.0
27007,MN,RHEUMATOLOGY,2,67,83.0
27011,MN,PSYCHIATRY,1,0,0.0
27013,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),37,44362,86211.0
27013,MN,ENDOCRINOLOGY,1,268,649.0
27013,MN,HEMATOLOGY/ONCOLOGY,5,1378,197075.0
27013,MN,INTERNAL MEDICINE,28,22011,64813.0
27013,MN,NEUROLOGY,10,2290,58403.0
27013,MN,PSYCHIATRY,16,1553,22790.0
27013,MN,PULMONARY DISEASE,4,637,1498.0
27015,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,577,1121.0
27015,MN,HEMATOLOGY/ONCOLOGY,1,421,3935.0
27015,MN,INTERNAL MEDICINE,6,1542,4453.0
27015,MN,NEUROLOGY,2,253,334.0
27015,MN,PSYCHIATRY,3,104,559.0
27015,MN,PULMONARY DISEASE,1,238,651.0
27015,MN,RHEUMATOLOGY,1,0,0.0
27017,MN,HEMATOLOGY/ONCOLOGY,1,110,238.0
27017,MN,INTERNAL MEDICINE,3,231,1343.0
27019,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),13,10707,36027.0
27019,MN,ENDOCRINOLOGY,1,220,800.0
27019,MN,INTERNAL MEDICINE,28,6280,34378.0
27019,MN,PSYCHIATRY,5,233,1173.0
27019,MN,PULMONARY DISEASE,2,588,1644.0
27019,MN,RHEUMATOLOGY,1,217,371.0
27021,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,833,1494.0
27021,MN,INTERNAL MEDICINE,1,67,445.0
27023,MN,INTERNAL MEDICINE,1,0,0.0
27025,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1675,3422.0
27025,MN,INTERNAL MEDICINE,5,1007,6805.0
27025,MN,PULMONARY DISEASE,1,48,83.0
27025,MN,RHEUMATOLOGY,2,171,1162.0
27027,MN,ENDOCRINOLOGY,1,317,3952.0
27027,MN,INTERNAL MEDICINE,1,576,1660.0
27027,MN,PSYCHIATRY,6,534,2067.0
27029,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,28,48.0
27029,MN,INTERNAL MEDICINE,2,143,446.0
27029,MN,PSYCHIATRY,1,0,0.0
27031,MN,INTERNAL MEDICINE,1,0,0.0
27035,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,3639,6660.0
27035,MN,ENDOCRINOLOGY,2,213,622.0
27035,MN,HEMATOLOGY/ONCOLOGY,3,450,972.0
27035,MN,INTERNAL MEDICINE,18,4746,18646.0
27035,MN,NEUROLOGY,5,829,1641.0
27035,MN,PSYCHIATRY,3,323,2705.0
27035,MN,PULMONARY DISEASE,3,816,2793.0
27035,MN,RHEUMATOLOGY,1,105,127.0
27037,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),36,25734,51472.0
27037,MN,ENDOCRINOLOGY,11,3057,55102.0
27037,MN,HEMATOLOGY/ONCOLOGY,10,2125,218431.0
27037,MN,INTERNAL MEDICINE,127,29380,214023.0
27037,MN,NEUROLOGY,15,2471,41883.0
27037,MN,PSYCHIATRY,37,2617,19487.0
27037,MN,PULMONARY DISEASE,8,1073,8306.0
27037,MN,RHEUMATOLOGY,13,3811,626317.0
27041,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,101,153.0
27041,MN,HEMATOLOGY/ONCOLOGY,3,715,4234.0
27041,MN,INTERNAL MEDICINE,6,1952,6512.0
27045,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),11,4545,7571.0
27047,MN,INTERNAL MEDICINE,2,384,1163.0
27047,MN,PSYCHIATRY,2,51,352.0
27049,MN,INTERNAL MEDICINE,1,81,235.0
27049,MN,PSYCHIATRY,1,0,0.0
27051,MN,INTERNAL MEDICINE,1,17,425.0
27053,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),77,36035,76040.0
27053,MN,ENDOCRINOLOGY,28,4111,68818.0
27053,MN,HEMATOLOGY/ONCOLOGY,82,9817,1333543.0
27053,MN,INTERNAL MEDICINE,654,88642,728012.0
27053,MN,NEUROLOGY,104,17080,752728.0
27053,MN,PSYCHIATRY,181,6892,36602.0
27053,MN,PULMONARY DISEASE,42,7131,39709.0
27053,MN,RHEUMATOLOGY,24,5062,811617.0
27055,MN,INTERNAL MEDICINE,1,355,5275.0
27057,MN,INTERNAL MEDICINE,5,2783,9126.0
27057,MN,PSYCHIATRY,1,0,0.0
27059,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,435,6244.0
27059,MN,INTERNAL MEDICINE,2,382,1034.0
27059,MN,PSYCHIATRY,7,236,1162.0
27061,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,1329,2895.0
27061,MN,HEMATOLOGY/ONCOLOGY,1,89,277.0
27061,MN,INTERNAL MEDICINE,13,3610,8211.0
27061,MN,NEUROLOGY,1,133,277.0
27061,MN,PSYCHIATRY,4,271,971.0
27061,MN,RHEUMATOLOGY,1,205,843.0
27067,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,4099,7332.0
27067,MN,HEMATOLOGY/ONCOLOGY,2,290,569.0
27067,MN,INTERNAL MEDICINE,10,3036,24369.0
27067,MN,NEUROLOGY,1,334,767.0
27067,MN,PSYCHIATRY,2,78,553.0
27067,MN,PULMONARY DISEASE,1,318,792.0
27069,MN,INTERNAL MEDICINE,1,13,44.0
27075,MN,HEMATOLOGY/ONCOLOGY,1,196,1075.0
27079,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,994,4705.0
27081,MN,ENDOCRINOLOGY,1,153,333.0
27081,MN,INTERNAL MEDICINE,1,75,194.0
27083,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,0,0.0
27083,MN,INTERNAL MEDICINE,3,823,1633.0
27083,MN,NEUROLOGY,1,156,264.0
27083,MN,PSYCHIATRY,2,55,320.0
27085,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),5,5444,8146.0
27085,MN,ENDOCRINOLOGY,2,320,10346.0
27085,MN,HEMATOLOGY/ONCOLOGY,3,472,68611.0
27085,MN,INTERNAL MEDICINE,5,1043,115727.0
27085,MN,PSYCHIATRY,5,177,614.0
27085,MN,PULMONARY DISEASE,2,622,4069.0
27085,MN,RHEUMATOLOGY,1,106,2077.0
27087,MN,INTERNAL MEDICINE,1,81,783.0
27091,MN,INTERNAL MEDICINE,1,294,1411.0
27093,MN,INTERNAL MEDICINE,1,0,0.0
27095,MN,HEMATOLOGY/ONCOLOGY,1,0,0.0
27095,MN,INTERNAL MEDICINE,1,0,0.0
27097,MN,INTERNAL MEDICINE,2,53,110.0
27099,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),8,7947,12111.0
27099,MN,ENDOCRINOLOGY,2,285,605.0
27099,MN,INTERNAL MEDICINE,9,1745,5576.0
27099,MN,NEUROLOGY,3,1104,3017.0
27099,MN,PSYCHIATRY,2,154,679.0
27099,MN,PULMONARY DISEASE,3,2069,4790.0
27103,MN,INTERNAL MEDICINE,1,170,366.0
27105,MN,HEMATOLOGY/ONCOLOGY,1,316,1044.0
27105,MN,INTERNAL MEDICINE,9,2566,52479.0
27109,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),132,35058,62864.0
27109,MN,ENDOCRINOLOGY,47,7641,22309.0
27109,MN,HEMATOLOGY/ONCOLOGY,43,2897,139568.0
27109,MN,INTERNAL MEDICINE,290,28239,205767.0
27109,MN,NEUROLOGY,152,17613,229390.0
27109,MN,PSYCHIATRY,87,4288,13486.0
27109,MN,PULMONARY DISEASE,98,20627,46881.0
27109,MN,RHEUMATOLOGY,26,2985,27553.0
27111,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,5972,10792.0
27111,MN,HEMATOLOGY/ONCOLOGY,6,1414,31799.0
27111,MN,INTERNAL MEDICINE,4,799,3652.0
27111,MN,NEUROLOGY,1,85,124.0
27111,MN,PSYCHIATRY,3,286,978.0
27113,MN,HEMATOLOGY/ONCOLOGY,1,316,1069.0
27113,MN,INTERNAL MEDICINE,4,458,1005.0
27113,MN,PSYCHIATRY,1,207,819.0
27119,MN,INTERNAL MEDICINE,3,114,199.0
27119,MN,PSYCHIATRY,1,140,761.0
27121,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,197,230.0
27121,MN,INTERNAL MEDICINE,2,959,1628.0
27121,MN,NEUROLOGY,1,162,342.0
27123,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),23,11931,25645.0
27123,MN,ENDOCRINOLOGY,11,2394,30507.0
27123,MN,HEMATOLOGY/ONCOLOGY,14,2394,13871.0
27123,MN,INTERNAL MEDICINE,208,32572,169846.0
27123,MN,NEUROLOGY,43,5401,55236.0
27123,MN,PSYCHIATRY,74,3671,18585.0
27123,MN,PULMONARY DISEASE,26,4245,15364.0
27123,MN,RHEUMATOLOGY,4,231,1377.0
27127,MN,INTERNAL MEDICINE,9,2515,5395.0
27129,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,6329,9251.0
27129,MN,INTERNAL MEDICINE,25,3342,7508.0
27131,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),10,8320,45044.0
27131,MN,INTERNAL MEDICINE,8,1849,7508.0
27131,MN,NEUROLOGY,1,331,715.0
27131,MN,PSYCHIATRY,2,41,177.0
27135,MN,INTERNAL MEDICINE,1,90,239.0
27137,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),15,9429,16595.0
27137,MN,ENDOCRINOLOGY,11,1446,6614.0
27137,MN,HEMATOLOGY/ONCOLOGY,11,1661,35894.0
27137,MN,INTERNAL MEDICINE,35,5450,20547.0
27137,MN,NEUROLOGY,15,2257,6852.0
27137,MN,PSYCHIATRY,23,927,6305.0
27137,MN,PULMONARY DISEASE,9,1682,3970.0
27137,MN,RHEUMATOLOGY,4,1408,2652.0
27139,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,288,663.0
27139,MN,HEMATOLOGY/ONCOLOGY,1,89,358.0
27139,MN,INTERNAL MEDICINE,14,2248,35042.0
27139,MN,NEUROLOGY,3,757,19124.0
27139,MN,PSYCHIATRY,2,102,643.0
27139,MN,PULMONARY DISEASE,2,635,5320.0
27141,MN,INTERNAL MEDICINE,3,892,5271.0
27145,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),8,8271,16883.0
27145,MN,ENDOCRINOLOGY,5,2199,61923.0
27145,MN,HEMATOLOGY/ONCOLOGY,4,1541,6350.0
27145,MN,INTERNAL MEDICINE,66,19452,86288.0
27145,MN,NEUROLOGY,13,2385,128600.0
27145,MN,PSYCHIATRY,19,1135,5554.0
27145,MN,PULMONARY DISEASE,5,510,1412.0
27145,MN,RHEUMATOLOGY,1,298,848.0
27147,MN,HEMATOLOGY/ONCOLOGY,1,280,1040.0
27147,MN,NEUROLOGY,1,0,0.0
27147,MN,PSYCHIATRY,2,26,121.0
27153,MN,ENDOCRINOLOGY,1,0,0.0
27153,MN,INTERNAL MEDICINE,1,0,0.0
27153,MN,PSYCHIATRY,1,0,0.0
27153,MN,RHEUMATOLOGY,2,0,0.0
27155,MN,HEMATOLOGY/ONCOLOGY,1,379,2420.0
27157,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1225,2088.0
27157,MN,HEMATOLOGY/ONCOLOGY,1,208,1383.0
27159,MN,PSYCHIATRY,1,0,0.0
27163,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,5411,11532.0
27163,MN,ENDOCRINOLOGY,2,256,2965.0
27163,MN,HEMATOLOGY/ONCOLOGY,6,1128,246044.0
27163,MN,INTERNAL MEDICINE,47,8755,77653.0
27163,MN,NEUROLOGY,15,1925,34493.0
27163,MN,PSYCHIATRY,17,428,2070.0
27163,MN,PULMONARY DISEASE,5,1221,5915.0
27163,MN,RHEUMATOLOGY,1,145,346.0
27169,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),5,3200,5009.0
27169,MN,HEMATOLOGY/ONCOLOGY,3,300,874.0
27169,MN,INTERNAL MEDICINE,8,2384,5857.0
27169,MN,NEUROLOGY,2,372,479.0
27169,MN,PULMONARY DISEASE,2,530,999.0
27171,MN,CARDIOVASCULAR DISEASE (CARDIOLOGY),6,7914,46065.0
27171,MN,ENDOCRINOLOGY,10,3555,80100.0
27171,MN,INTERNAL MEDICINE,105,23355,238964.0
27171,MN,NEUROLOGY,1,483,12597.0
27171,MN,PSYCHIATRY,26,1330,8520.0
27171,MN,PULMONARY DISEASE,9,2160,11759.0
27171,MN,RHEUMATOLOGY,5,1024,63048.0
27173,MN,INTERNAL MEDICINE,1,22,51.0
28001,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,709,6418.0
28001,MS,HEMATOLOGY/ONCOLOGY,1,526,147308.0
28001,MS,INTERNAL MEDICINE,6,2919,98989.0
28003,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,5093,29310.0
28003,MS,HEMATOLOGY/ONCOLOGY,1,0,0.0
28003,MS,INTERNAL MEDICINE,15,6711,46495.0
28003,MS,NEUROLOGY,3,2196,91404.0
28003,MS,PSYCHIATRY,2,926,7607.0
28003,MS,PULMONARY DISEASE,1,1190,14342.0
28005,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1003,3414.0
28005,MS,INTERNAL MEDICINE,2,212,1193.0
28007,MS,INTERNAL MEDICINE,1,576,759.0
28009,MS,INTERNAL MEDICINE,3,2491,5994.0
28011,MS,INTERNAL MEDICINE,4,2018,44944.0
28017,MS,INTERNAL MEDICINE,1,0,0.0
28025,MS,INTERNAL MEDICINE,3,1089,3205.0
28027,MS,INTERNAL MEDICINE,3,285,1042.0
28029,MS,INTERNAL MEDICINE,1,0,0.0
28031,MS,PSYCHIATRY,2,82,523.0
28033,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),10,13358,45838.0
28033,MS,ENDOCRINOLOGY,2,813,2382.0
28033,MS,HEMATOLOGY/ONCOLOGY,4,3026,428489.0
28033,MS,INTERNAL MEDICINE,19,9134,47885.0
28033,MS,NEUROLOGY,6,2341,66602.0
28033,MS,PSYCHIATRY,2,228,2598.0
28033,MS,PULMONARY DISEASE,3,1601,6020.0
28033,MS,RHEUMATOLOGY,1,224,64915.0
28035,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,54,56.0
28035,MS,ENDOCRINOLOGY,3,1703,4549.0
28035,MS,HEMATOLOGY/ONCOLOGY,4,2131,721206.0
28035,MS,INTERNAL MEDICINE,22,8332,37168.0
28035,MS,NEUROLOGY,7,4341,747939.0
28035,MS,PSYCHIATRY,1,99,460.0
28035,MS,PULMONARY DISEASE,9,5304,40376.0
28035,MS,RHEUMATOLOGY,4,2988,633174.0
28039,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1023,3576.0
28039,MS,INTERNAL MEDICINE,2,494,702.0
28043,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,927,2964.0
28043,MS,HEMATOLOGY/ONCOLOGY,2,765,3049.0
28043,MS,INTERNAL MEDICINE,9,3811,19344.0
28043,MS,NEUROLOGY,1,314,864.0
28045,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,2110,5820.0
28045,MS,INTERNAL MEDICINE,5,763,4332.0
28045,MS,NEUROLOGY,1,259,345.0
28047,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),15,18023,76645.0
28047,MS,ENDOCRINOLOGY,3,1090,2898.0
28047,MS,HEMATOLOGY/ONCOLOGY,4,2200,8460.0
28047,MS,INTERNAL MEDICINE,64,19682,122869.0
28047,MS,NEUROLOGY,8,4065,22461.0
28047,MS,PSYCHIATRY,6,220,1110.0
28047,MS,PULMONARY DISEASE,9,3558,10438.0
28047,MS,RHEUMATOLOGY,2,456,1582.0
28049,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),25,23236,150397.0
28049,MS,ENDOCRINOLOGY,19,6913,78998.0
28049,MS,HEMATOLOGY/ONCOLOGY,16,9434,2408767.0
28049,MS,INTERNAL MEDICINE,130,33725,361084.0
28049,MS,NEUROLOGY,28,6785,538262.0
28049,MS,PSYCHIATRY,14,1599,7484.0
28049,MS,PULMONARY DISEASE,14,8219,39940.0
28049,MS,RHEUMATOLOGY,7,3031,167488.0
28053,MS,INTERNAL MEDICINE,2,417,1223.0
28059,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),6,6833,34986.0
28059,MS,ENDOCRINOLOGY,2,402,869.0
28059,MS,HEMATOLOGY/ONCOLOGY,5,872,3497.0
28059,MS,INTERNAL MEDICINE,24,7444,34121.0
28059,MS,NEUROLOGY,5,870,2300.0
28059,MS,PSYCHIATRY,6,355,1879.0
28059,MS,PULMONARY DISEASE,4,997,2942.0
28059,MS,RHEUMATOLOGY,3,927,2400.0
28061,MS,INTERNAL MEDICINE,1,0,0.0
28065,MS,HEMATOLOGY/ONCOLOGY,1,519,136161.0
28065,MS,INTERNAL MEDICINE,3,557,5440.0
28067,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,5432,23233.0
28067,MS,HEMATOLOGY/ONCOLOGY,2,1114,176422.0
28067,MS,INTERNAL MEDICINE,16,3924,36644.0
28067,MS,NEUROLOGY,7,2529,31111.0
28067,MS,PSYCHIATRY,2,103,298.0
28069,MS,INTERNAL MEDICINE,1,38,116.0
28071,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,8878,38084.0
28071,MS,ENDOCRINOLOGY,1,36,69.0
28071,MS,HEMATOLOGY/ONCOLOGY,3,1515,6000.0
28071,MS,INTERNAL MEDICINE,27,12924,171829.0
28071,MS,NEUROLOGY,3,1669,67534.0
28071,MS,PSYCHIATRY,4,285,1230.0
28071,MS,PULMONARY DISEASE,4,1876,4971.0
28071,MS,RHEUMATOLOGY,2,1120,3878.0
28073,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1075,4501.0
28073,MS,ENDOCRINOLOGY,1,1776,4204.0
28073,MS,HEMATOLOGY/ONCOLOGY,1,969,416086.0
28073,MS,INTERNAL MEDICINE,5,1242,6393.0
28073,MS,NEUROLOGY,2,1062,266437.0
28073,MS,PSYCHIATRY,11,308,1312.0
28073,MS,PULMONARY DISEASE,2,552,1623.0
28073,MS,RHEUMATOLOGY,2,961,162208.1
28075,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1583,3772.0
28075,MS,ENDOCRINOLOGY,1,327,1562.0
28075,MS,HEMATOLOGY/ONCOLOGY,2,860,404726.0
28075,MS,INTERNAL MEDICINE,29,8995,43928.0
28075,MS,NEUROLOGY,1,550,889.0
28075,MS,PSYCHIATRY,8,1212,5455.0
28075,MS,PULMONARY DISEASE,5,2427,10212.0
28077,MS,INTERNAL MEDICINE,2,307,959.0
28079,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),6,10276,24547.0
28079,MS,INTERNAL MEDICINE,1,380,6882.0
28081,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),8,24530,133996.0
28081,MS,ENDOCRINOLOGY,2,2521,34811.0
28081,MS,HEMATOLOGY/ONCOLOGY,2,1456,3621.0
28081,MS,INTERNAL MEDICINE,30,12880,120133.0
28081,MS,NEUROLOGY,9,2462,6980.0
28081,MS,PSYCHIATRY,11,873,4025.0
28081,MS,PULMONARY DISEASE,1,15,19.0
28081,MS,RHEUMATOLOGY,2,2238,7316.0
28083,MS,HEMATOLOGY/ONCOLOGY,1,348,121463.0
28083,MS,INTERNAL MEDICINE,3,474,8089.0
28083,MS,NEUROLOGY,1,257,508.0
28083,MS,PULMONARY DISEASE,1,418,915.0
28085,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,4107,41173.0
28085,MS,INTERNAL MEDICINE,7,3108,18058.0
28085,MS,PSYCHIATRY,1,61,236.0
28087,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1317,4855.0
28087,MS,ENDOCRINOLOGY,7,3013,23818.0
28087,MS,HEMATOLOGY/ONCOLOGY,3,1157,4019.0
28087,MS,INTERNAL MEDICINE,26,11152,59590.0
28087,MS,PSYCHIATRY,2,382,1287.0
28087,MS,PULMONARY DISEASE,4,1566,4937.0
28087,MS,RHEUMATOLOGY,1,233,853.0
28089,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,130,1674.0
28089,MS,ENDOCRINOLOGY,2,442,6610.0
28089,MS,HEMATOLOGY/ONCOLOGY,1,117,332.0
28089,MS,INTERNAL MEDICINE,23,7471,82754.0
28089,MS,NEUROLOGY,9,5018,68711.0
28089,MS,PSYCHIATRY,7,550,3771.0
28089,MS,PULMONARY DISEASE,2,718,2063.0
28089,MS,RHEUMATOLOGY,1,590,9739.0
28091,MS,INTERNAL MEDICINE,3,1147,5011.0
28093,MS,INTERNAL MEDICINE,1,519,3416.0
28095,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,372,595.0
28095,MS,ENDOCRINOLOGY,1,79,413.0
28095,MS,INTERNAL MEDICINE,4,970,7859.0
28095,MS,PULMONARY DISEASE,5,3623,11453.0
28099,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1909,4137.0
28099,MS,INTERNAL MEDICINE,5,506,1014.0
28099,MS,NEUROLOGY,2,590,2217.0
28099,MS,PSYCHIATRY,1,28,453.0
28103,MS,INTERNAL MEDICINE,1,157,462.0
28105,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1991,6239.0
28105,MS,HEMATOLOGY/ONCOLOGY,3,1094,2649.0
28105,MS,INTERNAL MEDICINE,3,1373,3729.0
28105,MS,PSYCHIATRY,2,219,856.0
28105,MS,PULMONARY DISEASE,5,4513,12908.0
28107,MS,INTERNAL MEDICINE,3,214,365.0
28107,MS,PULMONARY DISEASE,1,856,2849.5
28109,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),5,4105,14515.0
28109,MS,INTERNAL MEDICINE,3,1211,6181.0
28111,MS,INTERNAL MEDICINE,1,53,118.0
28113,MS,INTERNAL MEDICINE,5,1439,5709.0
28113,MS,NEUROLOGY,1,493,902.0
28113,MS,PSYCHIATRY,1,374,1842.0
28113,MS,PULMONARY DISEASE,1,474,2126.0
28115,MS,INTERNAL MEDICINE,1,19,124.0
28117,MS,INTERNAL MEDICINE,8,5339,49388.0
28117,MS,NEUROLOGY,2,435,456.0
28117,MS,PSYCHIATRY,1,0,0.0
28117,MS,PULMONARY DISEASE,1,661,2051.0
28121,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,1100,2940.0
28121,MS,ENDOCRINOLOGY,2,903,38961.0
28121,MS,INTERNAL MEDICINE,20,6108,260963.0
28121,MS,NEUROLOGY,5,993,3658.0
28121,MS,PSYCHIATRY,16,724,3107.0
28121,MS,PULMONARY DISEASE,1,2063,3804.0
28121,MS,RHEUMATOLOGY,2,1320,399594.0
28123,MS,INTERNAL MEDICINE,4,347,1412.0
28127,MS,INTERNAL MEDICINE,1,0,0.0
28129,MS,INTERNAL MEDICINE,1,0,0.0
28131,MS,INTERNAL MEDICINE,1,33,41.0
28133,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1683,5133.0
28133,MS,INTERNAL MEDICINE,2,101,458.0
28135,MS,PSYCHIATRY,1,166,805.0
28137,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,460,5816.0
28137,MS,INTERNAL MEDICINE,4,574,2029.0
28139,MS,ENDOCRINOLOGY,1,428,2209.0
28139,MS,INTERNAL MEDICINE,2,35,59.0
28139,MS,PSYCHIATRY,1,120,342.0
28139,MS,PULMONARY DISEASE,1,1521,8859.0
28141,MS,INTERNAL MEDICINE,3,1936,29023.0
28145,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1468,23450.0
28145,MS,HEMATOLOGY/ONCOLOGY,4,1516,5906.0
28145,MS,INTERNAL MEDICINE,9,3487,43715.0
28147,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,3837,8581.0
28147,MS,INTERNAL MEDICINE,4,1065,2196.0
28149,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1489,15339.0
28149,MS,INTERNAL MEDICINE,11,3752,41663.0
28149,MS,PSYCHIATRY,2,261,508.0
28149,MS,PULMONARY DISEASE,3,618,1642.0
28149,MS,RHEUMATOLOGY,1,559,64396.0
28151,MS,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,3401,32611.0
28151,MS,HEMATOLOGY/ONCOLOGY,2,574,7854.0
28151,MS,INTERNAL MEDICINE,5,2677,48631.0
28151,MS,NEUROLOGY,1,356,1010.0
28151,MS,PSYCHIATRY,1,345,4601.0
