ESTIMATED_PATIENTS,PROVIDER_COUNT,TOTAL_BENEFICIARIES,TOTAL_SERVICES,PATIENTS_PER_PROVIDER,MEDIAN_PATIENTS_PER_PROVIDER,MEAN_PATIENTS_PER_PROVIDER,REQUIRED_SPECIALTY_Cardiology,REQUIRED_SPECIALTY_Endocrinology,REQUIRED_SPECIALTY_Neurology,REQUIRED_SPECIALTY_Oncology,REQUIRED_SPECIALTY_Psychiatry,REQUIRED_SPECIALTY_Pulmonary,REQUIRED_SPECIALTY_Rheumatology
-0.2589155838281806,-0.26130124511522795,-0.2225361671604216,-0.16284389428132517,-0.37034805961188205,1.881283378844675,1.8272838018489053,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.2784857102778392,-0.26130124511522795,-0.2225361671604216,-0.16284389428132517,-0.37034805961188205,-0.48757633997091815,-0.4792517157889571,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.27435819269936573,-0.26130124511522795,-0.2225361671604216,-0.16284389428132517,-0.37034805961188205,-0.48757633997091815,-0.4792517157889571,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2772047565465888,-0.26130124511522795,-0.2225361671604216,-0.16284389428132517,-0.37034805961188205,-0.8640164649312321,-0.8936943502411376,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.21316893066676645,-0.26130124511522795,-0.2225361671604216,-0.16284389428132517,-0.37034805961188205,-0.48757633997091815,-0.4792517157889571,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.26599641139814795,-0.26130124511522795,-0.2225361671604216,-0.16284389428132517,-0.37034805961188205,-0.6842174107830546,-0.6732657355858858,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.13118789186674198,-0.26130124511522795,-0.2225361671604216,-0.16284389428132517,-0.37034805961188205,1.881283378844675,1.8272838018489053,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.03925574028413355,0.3582915291898388,0.551474065231481,4.170174344960813,-0.12386111858627259,0.5755188193849565,0.5336296265452943,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.21150843508921965,-0.26130124511522795,-0.2225361671604216,-0.16284389428132517,-0.37034805961188205,1.881283378844675,1.8272838018489053,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.19190272659147076,-0.26130124511522795,-0.2225361671604216,-0.16284389428132517,-0.37034805961188205,0.5755188193849565,0.5336296265452943,0.0,0.0,0.0,0.0,0.0,0.0,1.0
